funder,works count
IoTControl project (RFD-15-0020),1
IEA EBC Annex 79 and were support by EUDP (64018-0558),1
General Research Fund of the Hong Kong's Research Grant Council,1
Korea Electric Power Corporation,1
Ministry of Science and ICT,1
Università di Pisa,1
Natural Science Foundation of Jiangsu Province China,1
Taiwan Ministry of Science and Technology,1
Aeronautical Science Foundation of China,1
"University of Portsmouth (GB), Research Development Initiative",1
Directorate-General for Energy,1
6th Innovation and Entrepreneurship Leading Talents Project of Dongguan,1
University of Michigan Department of Pediatrics Charles Woodson Clinical Research Fund,1
NASA Office of Education and the Science Mission Directorate,1
MaterialsLab Open Science Campaign,1
Jack Kent Cooke Foundation,1
NASA’s Physical Sciences Research Program,1
Transition Pathways to a Low Carbon Economy project,1
Secure Meters (UK) Ltd. and by the Engineering and Physical Sciences Research Council,1
IBM Center for the Business of Government,1
Koninklijke Nederlandse Akademie van Wetenschappen,1
Grant-in-Aid for Scientific Research,1
INTERREG NWE,1
Innosuisse - Schweizerische Agentur für Innovationsförderung,1
Doctoral Fund of Ministry of Education of China,1
Innovation Programs by Shanghai Municipal Science and Technology Commission,1
"Science, Innovation and Universities",1
"Spanish Ministries of Economy, Industry and Competitiveness",1
CANVAS,1
The Asia Foundation,1
Asia Foundation,1
South Asia Water Initiative,1
Guangxi Colleges and Universities Key Laboratory of cloud computing and complex systems,1
Faculty of Law University of Windsor,1
"Ministerio de Ciencia, Tecnología e Innovación (Minciencias)",1
National Office for Philosophy and Social Sciences,1
Czech Science FoundationCzech Science Foundation (GAČR),1
UK Research and Innovation (UKRI) Global Challenges Research Fund,1
King Mongkut’s University of Technology Thonburi (KMUTT) Research Funding,1
Beijing Institute of Technology Research Fund Program for Young Scholars,1
Natural Science Foundation of Beijing,1
Hunan Provincial Natural Science Foundation,1
"Australian Research Council ARC Linkage, Infrastructure, Equipment, and Facilities",1
"Foundation for Research, Science and Technology (FRST) of New Zealand",1
University of Malaya Research Grant,1
National Center for Advancing Translational Sciences (NCATS),1
Patient-Centered Outcomes Research Institute (PCORI),1
FLDOH's James and Esther King Biomedical Research Program,1
People-Centered Research Foundation (PCRF),1
Fundação de Apoio à Pesquisa do Distrito Federal,1
"National Key Foundational Research and Development on Network and Space Security, China",1
Naval Research Laboratory,1
Engineering and Physical Sciences Research Council Platform,1
UK Arts and Humanities Research Council-funded projects “Digital Music Lab--Analysing Big Music Data”,1
“An Integrated Audio-Symbolic Model of Music Similarity”,1
UK Royal Academy of Engineering Research Fellowship,1
Novartis Farma-Produtos Farmacêuticos,1
"Fundação para a Ciência e Tecnologia, Portugal",1
U.S. Department of Health & Human Services ,1
U.S. Food and Drug Administration (U.S. Food & Drug Administration),1
The University of Western Australia,1
Australian Government through the Australian Research Council,1
Research Training Program scholarships,1
Forrest Research Foundation,1
the Shaanxi Science and Technology Plan Project,1
the Xi'an Science and Technology Plan Project,1
"International Science and Technology Cooperation and Exchange Program of Sichuan Province, China",1
Science and Technology on Communication Security Laboratory Foundation,1
National Social Science Foundation of China - Youth Project,1
the Natural Science Foundation of China,1
Universität Leipzig,1
the National Science Foundation for Post-doctoral Scientists of Jiangsu,1
The Fundamental Research Funds for the Central Universities,1
Research Grants Council of HKSAR,1
the National Science Foundation for Post-doctoral Scientists of China,1
the National Natural Science Foundation of Jiangsu,1
National ICT Australia,1
Australian Government,1
University of Western Australia,1
Zhejiang Lab,1
Basic and Applied Basic Research Foundation of Guangdong Province,1
The Natural science fund for colleges and universities of Jiangsu province,1
The industry University- Research-Cooperation Project in Jiangsu Province,1
University of Chicago,1
Marie Sk&#x0142;odowska-Curie,1
Sichuan Science and Technology,1
"Ministry of Education, India",1
Ministry of Economic Affairs,1
Cancer Research UK (CRUK),1
U.S. Department of Health &amp; Human Services ǀ NIH ǀ National Cancer Institute (NCI),1
U.S. Department of Health &amp; Human Services ǀ NIH ǀ National Human Genome Research Institute (NHGRI),1
Communications Technology Laboratory.,1
"Secretaría Nacional de Educación, Ciencia y Tecnología",1
Shanghai Science and Technology Committee,1
NSF Award CNS,1
ONR Award,1
Volkswagen Aktiengesellschaft,1
Ministry of Science and Technology in Taiwan,1
"Six talent peaks project of Jiangsu Province, China",1
Ocean Frontier Institute,1
Marine Environmental Observation Prediction and Response Network,1
Fisheries and Oceans Canada,1
School of International Studies at the University of Trento,1
The National Social Science Foundation of China Major Program,1
"Fundamental Research Funds for the Central Universities, and the Research Funds of Renmin University of China",1
Western Sydney University,1
"Department of Science and Technology, Government of India",1
Universität Bayreuth,1
presented in this study have been collected from,1
Doctoral Program of Higher Education of China,1
The European Union’s Horizon 2020 Research and Innovation Programme,1
"Open Research Fund Program of Shenzhen Key Laboratory of Spatial Smart Sensing and Services, Shenzhen University",1
Chongqing Application Foundation and Research in Cutting-Edge Technologies,1
"ICT Research and Development Program of MSIP/IITP, Resilient Cyber-Physical Systems Research",1
GRL Program through NRF,1
"DGIST Research and Development Program, CPS Global Center, through MSIP",1
University Grants Commission,1
Academy Health,1
863 Program of China,1
U.S. National Science Foundation Partnership in International Research and Education,1
Innovation and Entrepreneurship Demonstration Team of Yingcai Program of Chongqing China,1
University Innovation Research Group of Chongqing,1
TerraSwarm Research Center,1
LPDP (Indonesian Endowment Fund),1
Waters,1
Qiagen,1
European Proteomics Association,1
Medizinisches Proteom-Center,1
Institute of Pharmacology and Structural Biology,1
University of Applied Sciences Upper Austria,1
Thermo Fisher Scientific,1
University of Bergen,1
University of Southern Denmark,1
ELIXIR Denmark,1
Knowledge Foundation and Malmö University,1
"China Medical University, Taiwan",1
Hellenic State Scholarships Foundation,1
EPSRC United Kingdom,1
"Akademie der Wissenschaften und der Literatur, Mainz",1
"Ministerio de Educación Superior, Ciencia y Tecnología, República Dominicana",1
Nuclear Fuel Cycle and Supply Chain,1
Luxembourg National Research Fund FNR,1
National Institute of Standards and Technology (NIST),1
european commission,1
Ministry of Economics,1
INSPIRE,1
"Jawaharlal Nehru University, New Delhi",1
Fundación Séneca (ES),1
Privacy-Aware Retrieval and Modelling of Genomic Data,1
Novo Nordisk UK Research Foundation,1
Imam Abdulrahman Bin Faisal University,1
SUTD-ZJU Research Collaboration,1
Above and Beyond,1
German Social Accident Insurance,1
CoNDyNet,1
Ministerio de Economa y Competitividad,1
Fundacin Sneca,1
Vetenskapsrdet,1
SENESCYT,1
Mellon Foundation,1
Liikenteen Turvallisuusvirasto Trafi,1
Fraunhofer Institute for Systems and Innovation Research (ISI),1
University of Johannesburg,1
Michael Smith Foundation for Health Research,1
"MSIT(Ministry of Science and ICT), Korea, under the ITR",1
Systems and Intervate,1
University of Milano-Bicocca,1
Netherlands Society for Scientific Research,1
"Ministry of the Environment, Japan",1
Environment Research and Technology Development Fund,1
IAS,1
Predicting and Assessing Natural Capital and Ecosystem Services,1
H2020-ECSEL,1
Frances Berger Foundation Fellowship,1
"Beckman Research Institute, City of Hope",1
Ramesh Kesanupalli Family,1
snsf /Swiss National Science Foundation/,1
European Association of National Metrology Institutes,1
COST Action Eurospec,1
Ministry of Education and Science of the Russian Federation,1
HKU SPACE,1
the Central Policy Unit of the Hong Kong Special Administrative Region Government,1
National Research Program on Space Science and Technology,1
Eastern Washington University,1
National Key R&#x0026;D Plan of China,1
R&#x0026;D Plan in Key Field of Guangdong Province,1
Oncoradiomics,1
"Research Grants Council, Hong Kong SAR, China",1
"European Community's H2020 Program under the scheme ""INFRAIA-01-2018-2019 "" Integrating Activities for Advanced Communities""",1
"Ministero del Lavoro, della Salute e delle Politiche sociali (IT)",1
MEXT ,1
Information and Communication Technology Division,1
IRMC,1
University of Manitoba Startup Grant,1
Purdue Cyber Center,1
US National Science Foundation (NSF),1
the Chicago Herpetological Society,1
SpaceX,1
"Sea Turtle, Inc.",1
National Academies of Sciences' Early Career Gulf Research Fellowship,1
Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung (CH),1
Ludwig-Maximilians-University Munich,1
Bavarian Environment Agency,1
Royal Society of Edinburgh,1
Precursory Research for Embryonic Science and Technology,1
U.S. National Science Foundation grants,1
euroCAT,1
ImmunoSABR,1
European Program,1
Dutch technology Foundation,1
BD2Decide,1
European Community’s H2020 Programme under,1
Basic Public Welfare Research Project of Zhejiang Province,1
NSF SI2-SSI Grant,1
NSF EAGER Grant,1
Ministry of Culture and Science of the German State of North Rhine-Westphalia,1
New South Wales Ministry of Health,1
NHMRC Centre of Research Excellence in Emerging Infectious Diseases,1
Suzhou Vocational University,1
Durham University Startup Fund,1
China University of Petroleum Beijing,1
China National Petroleum Corporation,1
"European Regional Development Fund (ERDF), Interreg VB North Sea Region Programme",1
Office of AIDS Research,1
NIMH,1
King Mongkut&#x0027;s University of Technology Thonburi,1
"Flanders Information Agency, Belgium",1
"Flanders Radically Digital, Belgium",1
"Ghent University, Belgium",1
Army Research Laboratory and was accomplished under the Cooperative Agreement,1
Czech Science Foundation (GACR),1
International Society for Advancement of Cytometry,1
Genome BC,1
Chongqing Science and Technology Commission,1
Industrial Technology Development Project of Chongqing Development and Reform Commission,1
